sentiment,text,label
positive,brazilian mobile player telemig celular yesterday announced selected finnish software developer tecnomen oyj expand prepaid billing system,2
positive,cargotec corporation press release april pm finnish time cargotec macgregor business area providing marine cargo handling offshore load handling solution received significant hatch cover order bulk carrier,2
neutral,cargotec sale totalled eur billion employ approximately people,1
positive,commencing construction work pearl plaza significant step russian project,2
neutral,corporate update c communication ltd finnish technology group teleste corporation omx helsinki tltv reported wednesday february operating profit eur net sale eur year,1
positive,cost saving rise mln eur year oko said,2
positive,cramo group financial target sale growth higher percent per year return equity percent,2
neutral,cymed net sale expected amount eur mn,1
neutral,delhaize le lion selected aldata gold vocal pda solution motorola wt pda terminal,1
positive,diluted loss per share stood eur versus eur,2
positive,efficiency program totalling million euro way finnair,2
neutral,elcoteq revenue approximately eur million,1
positive,elektrobit eb renewed infrastructure contract ict service provider fujitsu service eb patja service,2
positive,european traffic grew nearly,2
neutral,finlandbased international machinery rental company ramirent plc omx helsinki rmrv reported friday august operating profit eur net sale eur period januaryjune,1
neutral,finnish aluminium product manufacturer nordic aluminium plc omx helsinki noav reported monday august operating profit eur net sale eur period januaryjune,1
neutral,finnish component supplier componenta corporation omx helsinki cthv reported tuesday july operating profit eur net sale eur financial period januaryjune,1
